accel_id,trip_id,timestamp,elapsed_seconds,acc_x_m_s2,acc_y_m_s2,acc_z_m_s2,accel_mag_m_s2,speed_kmh,event_label
ACC_TRIP002_00694,TRIP222,2024-02-06T07:26:34Z,694,0.052,-0.316,9.913,9.918,16.46,normal
ACC_TRIP002_00695,TRIP222,2024-02-06T07:26:35Z,695,0.28,0.281,9.924,9.932,14.19,normal
ACC_TRIP002_00696,TRIP222,2024-02-06T07:26:36Z,696,0.022,-0.549,9.762,9.777,13.74,normal
ACC_TRIP002_00697,TRIP222,2024-02-06T07:26:37Z,697,0.005,-0.227,9.933,9.935,14.42,normal
ACC_TRIP002_00698,TRIP222,2024-02-06T07:26:38Z,698,-0.398,0.22,9.93,9.94,14.28,normal
ACC_TRIP002_00699,TRIP222,2024-02-06T07:26:39Z,699,0.088,0.097,9.832,9.833,14.52,normal
ACC_TRIP002_00700,TRIP222,2024-02-06T07:26:40Z,700,0.342,-0.333,9.943,9.955,14.43,normal
ACC_TRIP002_00701,TRIP222,2024-02-06T07:26:41Z,701,-0.249,-0.001,9.682,9.685,13.37,normal
ACC_TRIP002_00702,TRIP222,2024-02-06T07:26:42Z,702,0.103,-0.336,9.663,9.669,13.11,normal
ACC_TRIP002_00703,TRIP222,2024-02-06T07:26:43Z,703,0.82,0.171,10.039,10.074,14.67,normal
ACC_TRIP002_00704,TRIP222,2024-02-06T07:26:44Z,704,0.26,0.203,9.855,9.861,13.54,normal
ACC_TRIP002_00705,TRIP222,2024-02-06T07:26:45Z,705,0.728,-0.39,9.747,9.782,14.55,normal
ACC_TRIP002_00706,TRIP222,2024-02-06T07:26:46Z,706,-0.038,-0.806,9.776,9.809,14.06,normal
ACC_TRIP002_00707,TRIP222,2024-02-06T07:26:47Z,707,0.212,0.074,9.566,9.569,13.61,normal
ACC_TRIP002_00708,TRIP222,2024-02-06T07:26:48Z,708,0.146,-0.169,9.897,9.9,12.53,normal
ACC_TRIP002_00709,TRIP222,2024-02-06T07:26:49Z,709,0.424,0.233,9.731,9.743,12.1,normal
ACC_TRIP002_00710,TRIP222,2024-02-06T07:26:50Z,710,-0.176,-0.056,9.797,9.799,12.93,normal
ACC_TRIP002_00711,TRIP222,2024-02-06T07:26:51Z,711,-0.046,0.308,9.896,9.901,12.85,normal
ACC_TRIP002_00712,TRIP222,2024-02-06T07:26:52Z,712,0.042,-0.499,9.718,9.731,12.75,normal
ACC_TRIP002_00713,TRIP222,2024-02-06T07:26:53Z,713,0.206,-0.089,9.798,9.801,14.61,normal
ACC_TRIP002_00714,TRIP222,2024-02-06T07:26:54Z,714,0.158,0.24,9.713,9.717,12.9,normal
ACC_TRIP002_00715,TRIP222,2024-02-06T07:26:55Z,715,0.024,0.291,9.856,9.861,13.13,normal
ACC_TRIP002_00716,TRIP222,2024-02-06T07:26:56Z,716,-0.028,0.189,9.76,9.762,9.91,normal
ACC_TRIP002_00717,TRIP222,2024-02-06T07:26:57Z,717,0.102,0.418,9.765,9.775,10.76,normal
ACC_TRIP002_00718,TRIP222,2024-02-06T07:26:58Z,718,-0.217,0.122,9.708,9.711,9.62,normal
ACC_TRIP002_00719,TRIP222,2024-02-06T07:26:59Z,719,0.217,0.344,9.611,9.62,9.55,normal
ACC_TRIP002_00720,TRIP222,2024-02-06T07:27:00Z,720,-0.023,-0.154,9.815,9.816,6.67,normal
ACC_TRIP002_00721,TRIP222,2024-02-06T07:27:01Z,721,0.228,-0.1,9.861,9.864,6.5,normal
ACC_TRIP002_00722,TRIP222,2024-02-06T07:27:02Z,722,-0.128,-0.615,9.851,9.871,5.08,normal
ACC_TRIP002_00723,TRIP222,2024-02-06T07:27:03Z,723,0.243,-0.084,9.913,9.916,2.19,normal
ACC_TRIP002_00724,TRIP222,2024-02-06T07:27:04Z,724,0.353,-0.336,9.798,9.81,1.27,normal
ACC_TRIP002_00725,TRIP222,2024-02-06T07:27:05Z,725,-0.205,0.346,9.9,9.908,1.31,normal
ACC_TRIP002_00726,TRIP222,2024-02-06T07:27:06Z,726,-0.162,-0.373,9.775,9.784,2.01,normal
ACC_TRIP002_00727,TRIP222,2024-02-06T07:27:07Z,727,-0.108,0.3,9.622,9.628,1.82,normal
ACC_TRIP002_00728,TRIP222,2024-02-06T07:27:08Z,728,0.087,-0.088,9.842,9.843,4.63,normal
ACC_TRIP002_00729,TRIP222,2024-02-06T07:27:09Z,729,-0.063,-0.365,9.826,9.833,7.26,normal
ACC_TRIP002_00730,TRIP222,2024-02-06T07:27:10Z,730,-0.241,0.527,9.836,9.853,5.64,normal
ACC_TRIP002_00731,TRIP222,2024-02-06T07:27:11Z,731,-0.26,-0.135,9.905,9.909,6.15,normal
ACC_TRIP002_00732,TRIP222,2024-02-06T07:27:12Z,732,0.2,0.015,9.749,9.751,7.35,normal
ACC_TRIP002_00733,TRIP222,2024-02-06T07:27:13Z,733,0.382,0.244,9.864,9.874,7.62,normal
ACC_TRIP002_00734,TRIP222,2024-02-06T07:27:14Z,734,-0.349,-0.138,9.782,9.789,8.02,normal
ACC_TRIP002_00735,TRIP222,2024-02-06T07:27:15Z,735,-0.202,0.034,9.842,9.844,9.0,normal
ACC_TRIP002_00736,TRIP222,2024-02-06T07:27:16Z,736,-0.38,0.332,9.68,9.694,8.58,normal
ACC_TRIP002_00737,TRIP222,2024-02-06T07:27:17Z,737,0.135,-0.159,10.054,10.056,9.4,normal
ACC_TRIP002_00738,TRIP222,2024-02-06T07:27:18Z,738,0.309,0.27,9.991,10.0,9.46,normal
ACC_TRIP002_00739,TRIP222,2024-02-06T07:27:19Z,739,-0.418,0.488,9.807,9.828,10.64,normal
ACC_TRIP002_00740,TRIP222,2024-02-06T07:27:20Z,740,-0.303,-0.041,9.767,9.772,10.93,normal
ACC_TRIP002_00741,TRIP222,2024-02-06T07:27:21Z,741,-0.357,-0.243,9.857,9.866,11.21,normal
ACC_TRIP002_00742,TRIP222,2024-02-06T07:27:22Z,742,-0.6,-0.164,9.797,9.817,12.3,normal
ACC_TRIP002_00743,TRIP222,2024-02-06T07:27:23Z,743,-0.351,-0.292,9.802,9.813,13.72,normal
ACC_TRIP002_00744,TRIP222,2024-02-06T07:27:24Z,744,0.359,-0.842,9.901,9.943,14.65,normal
ACC_TRIP002_00745,TRIP222,2024-02-06T07:27:25Z,745,-0.069,0.128,9.752,9.753,14.14,normal
ACC_TRIP002_00746,TRIP222,2024-02-06T07:27:26Z,746,0.136,0.31,9.851,9.856,11.57,normal
ACC_TRIP002_00747,TRIP222,2024-02-06T07:27:27Z,747,-0.368,0.151,9.863,9.871,11.79,normal
ACC_TRIP002_00748,TRIP222,2024-02-06T07:27:28Z,748,-0.046,0.479,9.658,9.67,13.74,normal
ACC_TRIP002_00749,TRIP222,2024-02-06T07:27:29Z,749,0.21,-0.266,9.894,9.9,12.52,normal
ACC_TRIP002_00750,TRIP222,2024-02-06T07:27:30Z,750,0.073,0.136,9.913,9.914,12.74,normal
ACC_TRIP002_00751,TRIP222,2024-02-06T07:27:31Z,751,0.272,0.069,9.811,9.815,12.84,normal
ACC_TRIP002_00752,TRIP222,2024-02-06T07:27:32Z,752,0.483,-0.969,9.852,9.912,13.7,normal
ACC_TRIP002_00753,TRIP222,2024-02-06T07:27:33Z,753,0.08,0.089,9.656,9.657,13.11,normal
ACC_TRIP002_00754,TRIP222,2024-02-06T07:27:34Z,754,0.762,-0.017,9.565,9.595,12.49,normal
ACC_TRIP002_00755,TRIP222,2024-02-06T07:27:35Z,755,-0.02,-0.309,9.888,9.893,14.07,normal
ACC_TRIP002_00756,TRIP222,2024-02-06T07:27:36Z,756,-0.252,0.204,9.783,9.788,14.34,normal
ACC_TRIP002_00757,TRIP222,2024-02-06T07:27:37Z,757,0.067,0.415,9.807,9.816,13.76,normal
ACC_TRIP002_00758,TRIP222,2024-02-06T07:27:38Z,758,0.278,0.044,9.597,9.601,12.59,normal
ACC_TRIP002_00759,TRIP222,2024-02-06T07:27:39Z,759,0.011,0.339,9.601,9.607,14.71,normal
ACC_TRIP002_00760,TRIP222,2024-02-06T07:27:40Z,760,0.085,-0.134,9.811,9.813,13.74,normal
ACC_TRIP002_00761,TRIP222,2024-02-06T07:27:41Z,761,0.076,0.223,9.762,9.764,15.44,normal
ACC_TRIP002_00762,TRIP222,2024-02-06T07:27:42Z,762,-0.166,-0.277,9.654,9.66,15.71,normal
ACC_TRIP002_00763,TRIP222,2024-02-06T07:27:43Z,763,0.61,-0.455,9.867,9.897,15.79,normal
ACC_TRIP002_00764,TRIP222,2024-02-06T07:27:44Z,764,-0.104,0.11,9.7,9.701,15.21,normal
ACC_TRIP002_00765,TRIP222,2024-02-06T07:27:45Z,765,-0.442,0.086,9.663,9.673,12.67,normal
ACC_TRIP002_00766,TRIP222,2024-02-06T07:27:46Z,766,0.025,0.369,9.824,9.831,12.01,normal
ACC_TRIP002_00767,TRIP222,2024-02-06T07:27:47Z,767,0.623,-0.313,9.661,9.686,11.12,normal
ACC_TRIP002_00768,TRIP222,2024-02-06T07:27:48Z,768,-0.175,-0.256,9.819,9.824,10.5,normal
ACC_TRIP002_00769,TRIP222,2024-02-06T07:27:49Z,769,-0.059,-0.162,9.675,9.677,12.4,normal
ACC_TRIP002_00770,TRIP222,2024-02-06T07:27:50Z,770,-0.073,0.081,9.916,9.917,11.45,normal
ACC_TRIP002_00771,TRIP222,2024-02-06T07:27:51Z,771,0.11,0.02,9.631,9.631,9.66,normal
ACC_TRIP002_00772,TRIP222,2024-02-06T07:27:52Z,772,-0.078,-0.03,9.905,9.905,8.62,normal
ACC_TRIP002_00773,TRIP222,2024-02-06T07:27:53Z,773,0.091,0.016,9.843,9.844,10.6,normal
ACC_TRIP002_00774,TRIP222,2024-02-06T07:27:54Z,774,0.122,-0.292,9.814,9.819,12.23,normal
ACC_TRIP002_00775,TRIP222,2024-02-06T07:27:55Z,775,-0.251,0.176,9.579,9.584,11.39,normal
ACC_TRIP002_00776,TRIP222,2024-02-06T07:27:56Z,776,-0.131,0.231,9.822,9.826,12.49,normal
ACC_TRIP002_00777,TRIP222,2024-02-06T07:27:57Z,777,0.421,-0.223,9.576,9.588,11.55,normal
ACC_TRIP002_00778,TRIP222,2024-02-06T07:27:58Z,778,0.001,-0.119,9.801,9.802,12.97,normal
ACC_TRIP002_00779,TRIP222,2024-02-06T07:27:59Z,779,0.352,-0.458,9.938,9.955,14.06,normal
ACC_TRIP002_00780,TRIP222,2024-02-06T07:28:00Z,780,-0.313,-0.306,9.714,9.724,14.43,normal
ACC_TRIP002_00781,TRIP222,2024-02-06T07:28:01Z,781,0.281,0.166,9.93,9.935,13.35,normal
ACC_TRIP002_00782,TRIP222,2024-02-06T07:28:02Z,782,-0.0,0.805,9.726,9.759,12.86,normal
ACC_TRIP002_00783,TRIP222,2024-02-06T07:28:03Z,783,-0.125,-0.035,9.78,9.781,14.02,normal
ACC_TRIP002_00784,TRIP222,2024-02-06T07:28:04Z,784,-0.292,0.185,9.802,9.808,16.66,normal
ACC_TRIP002_00785,TRIP222,2024-02-06T07:28:05Z,785,-0.048,-0.009,9.897,9.897,17.55,normal
ACC_TRIP002_00786,TRIP222,2024-02-06T07:28:06Z,786,0.09,-0.041,9.885,9.885,16.95,normal
ACC_TRIP002_00787,TRIP222,2024-02-06T07:28:07Z,787,0.186,-0.626,9.781,9.803,15.65,normal
ACC_TRIP002_00788,TRIP222,2024-02-06T07:28:08Z,788,-0.279,0.078,9.806,9.81,16.26,normal
ACC_TRIP002_00789,TRIP222,2024-02-06T07:28:09Z,789,0.156,0.49,9.687,9.7,16.26,normal
ACC_TRIP002_00790,TRIP222,2024-02-06T07:28:10Z,790,-0.311,-0.365,9.819,9.83,17.6,normal
ACC_TRIP002_00791,TRIP222,2024-02-06T07:28:11Z,791,0.492,0.506,9.927,9.952,17.64,normal
ACC_TRIP002_00792,TRIP222,2024-02-06T07:28:12Z,792,-0.353,0.142,9.93,9.937,17.14,normal
ACC_TRIP002_00793,TRIP222,2024-02-06T07:28:13Z,793,0.462,-0.068,9.81,9.821,14.83,normal
ACC_TRIP002_00794,TRIP222,2024-02-06T07:28:14Z,794,-0.088,-0.015,9.742,9.743,14.28,normal
ACC_TRIP002_00795,TRIP222,2024-02-06T07:28:15Z,795,-0.115,-0.001,9.743,9.743,12.83,normal
ACC_TRIP002_00796,TRIP222,2024-02-06T07:28:16Z,796,-0.169,0.22,9.967,9.971,11.69,normal
ACC_TRIP002_00797,TRIP222,2024-02-06T07:28:17Z,797,0.059,0.329,9.734,9.74,11.24,normal
ACC_TRIP002_00798,TRIP222,2024-02-06T07:28:18Z,798,0.145,-0.336,9.895,9.902,11.83,normal
ACC_TRIP002_00799,TRIP222,2024-02-06T07:28:19Z,799,-0.307,0.361,9.797,9.809,11.58,normal
ACC_TRIP002_00800,TRIP222,2024-02-06T07:28:20Z,800,-0.057,0.303,9.991,9.996,11.83,normal
ACC_TRIP002_00801,TRIP222,2024-02-06T07:28:21Z,801,-0.003,-0.018,9.903,9.903,11.57,normal
ACC_TRIP002_00802,TRIP222,2024-02-06T07:28:22Z,802,0.321,-0.209,9.6,9.608,11.92,normal
ACC_TRIP002_00803,TRIP222,2024-02-06T07:28:23Z,803,0.166,0.159,9.764,9.767,12.79,normal
ACC_TRIP002_00804,TRIP222,2024-02-06T07:28:24Z,804,-0.324,0.48,9.65,9.668,12.82,normal
ACC_TRIP002_00805,TRIP222,2024-02-06T07:28:25Z,805,-0.259,0.121,9.845,9.849,11.66,normal
ACC_TRIP002_00806,TRIP222,2024-02-06T07:28:26Z,806,-0.379,-0.083,9.807,9.815,12.16,normal
ACC_TRIP002_00807,TRIP222,2024-02-06T07:28:27Z,807,0.025,0.299,9.863,9.867,12.72,normal
ACC_TRIP002_00808,TRIP222,2024-02-06T07:28:28Z,808,0.012,-0.094,9.938,9.938,11.97,normal
ACC_TRIP002_00809,TRIP222,2024-02-06T07:28:29Z,809,-0.442,-0.176,9.842,9.853,10.12,normal
ACC_TRIP002_00810,TRIP222,2024-02-06T07:28:30Z,810,0.66,-0.243,9.93,9.955,9.45,normal
ACC_TRIP002_00811,TRIP222,2024-02-06T07:28:31Z,811,-0.55,0.242,9.834,9.852,9.44,normal
ACC_TRIP002_00812,TRIP222,2024-02-06T07:28:32Z,812,-0.283,0.259,9.9,9.907,8.34,normal
ACC_TRIP002_00813,TRIP222,2024-02-06T07:28:33Z,813,0.019,-0.46,9.588,9.599,7.52,normal
ACC_TRIP002_00814,TRIP222,2024-02-06T07:28:34Z,814,-0.134,0.089,9.838,9.84,8.05,normal
ACC_TRIP002_00815,TRIP222,2024-02-06T07:28:35Z,815,0.029,-0.155,9.875,9.876,7.62,normal
ACC_TRIP002_00816,TRIP222,2024-02-06T07:28:36Z,816,-0.103,0.271,9.699,9.703,8.29,normal
ACC_TRIP002_00817,TRIP222,2024-02-06T07:28:37Z,817,0.205,-0.137,9.798,9.801,7.74,normal
ACC_TRIP002_00818,TRIP222,2024-02-06T07:28:38Z,818,0.313,-0.14,9.776,9.782,5.23,normal
ACC_TRIP002_00819,TRIP222,2024-02-06T07:28:39Z,819,-0.184,-0.37,9.823,9.832,7.04,normal
ACC_TRIP002_00820,TRIP222,2024-02-06T07:28:40Z,820,0.138,-0.334,9.832,9.839,8.24,normal
ACC_TRIP002_00821,TRIP222,2024-02-06T07:28:41Z,821,0.037,-0.23,9.854,9.857,8.69,normal
ACC_TRIP002_00822,TRIP222,2024-02-06T07:28:42Z,822,-0.567,-0.33,9.824,9.846,9.29,normal
ACC_TRIP002_00823,TRIP222,2024-02-06T07:28:43Z,823,0.11,-0.577,10.015,10.032,9.74,normal
ACC_TRIP002_00824,TRIP222,2024-02-06T07:28:44Z,824,-0.02,-0.166,9.647,9.648,8.81,normal
ACC_TRIP002_00825,TRIP222,2024-02-06T07:28:45Z,825,-0.219,0.105,9.769,9.772,9.72,normal
ACC_TRIP002_00826,TRIP222,2024-02-06T07:28:46Z,826,-0.53,0.115,9.707,9.722,7.59,normal
ACC_TRIP002_00827,TRIP222,2024-02-06T07:28:47Z,827,-0.208,-0.306,9.7,9.707,4.68,normal
ACC_TRIP002_00828,TRIP222,2024-02-06T07:28:48Z,828,0.2,0.121,9.85,9.852,5.24,normal
ACC_TRIP002_00829,TRIP222,2024-02-06T07:28:49Z,829,-0.365,0.185,9.723,9.732,4.6,normal
ACC_TRIP002_00830,TRIP222,2024-02-06T07:28:50Z,830,0.048,-0.334,9.789,9.795,5.75,normal
ACC_TRIP002_00831,TRIP222,2024-02-06T07:28:51Z,831,0.056,0.449,9.797,9.808,4.77,normal
ACC_TRIP002_00832,TRIP222,2024-02-06T07:28:52Z,832,0.097,-0.066,9.844,9.845,1.03,normal
ACC_TRIP002_00833,TRIP222,2024-02-06T07:28:53Z,833,-0.236,-0.216,9.81,9.816,2.28,normal
ACC_TRIP002_00834,TRIP222,2024-02-06T07:28:54Z,834,0.032,-0.383,9.759,9.766,2.26,normal
ACC_TRIP002_00835,TRIP222,2024-02-06T07:28:55Z,835,0.179,0.135,9.697,9.7,2.91,normal
ACC_TRIP002_00836,TRIP222,2024-02-06T07:28:56Z,836,0.524,0.072,9.701,9.716,2.99,normal
ACC_TRIP002_00837,TRIP222,2024-02-06T07:28:57Z,837,0.601,0.028,9.683,9.702,1.76,normal
ACC_TRIP002_00838,TRIP222,2024-02-06T07:28:58Z,838,-0.692,0.171,9.662,9.688,0.76,normal
ACC_TRIP002_00839,TRIP222,2024-02-06T07:28:59Z,839,0.565,-0.008,9.838,9.854,2.82,normal
ACC_TRIP002_00840,TRIP222,2024-02-06T07:29:00Z,840,-0.379,-0.277,9.716,9.727,3.67,normal
ACC_TRIP002_00841,TRIP222,2024-02-06T07:29:01Z,841,0.25,0.05,9.832,9.835,2.39,normal
ACC_TRIP002_00842,TRIP222,2024-02-06T07:29:02Z,842,-0.072,-0.249,9.901,9.905,2.04,normal
ACC_TRIP002_00843,TRIP222,2024-02-06T07:29:03Z,843,0.045,-0.276,9.895,9.899,0.37,normal
ACC_TRIP002_00844,TRIP222,2024-02-06T07:29:04Z,844,0.517,0.263,9.969,9.986,0.0,normal
ACC_TRIP002_00845,TRIP222,2024-02-06T07:29:05Z,845,0.27,0.074,9.663,9.667,0.0,normal
ACC_TRIP002_00846,TRIP222,2024-02-06T07:29:06Z,846,-0.429,0.69,9.751,9.785,1.29,normal
ACC_TRIP002_00847,TRIP222,2024-02-06T07:29:07Z,847,0.311,-0.479,9.822,9.839,1.64,normal
ACC_TRIP002_00848,TRIP222,2024-02-06T07:29:08Z,848,0.244,-0.565,9.776,9.796,2.59,normal
ACC_TRIP002_00849,TRIP222,2024-02-06T07:29:09Z,849,-0.435,0.047,9.796,9.806,3.38,normal
ACC_TRIP002_00850,TRIP222,2024-02-06T07:29:10Z,850,-0.257,0.224,9.76,9.765,2.61,normal
ACC_TRIP002_00851,TRIP222,2024-02-06T07:29:11Z,851,0.134,-0.194,9.766,9.769,3.65,normal
ACC_TRIP002_00852,TRIP222,2024-02-06T07:29:12Z,852,-0.302,-0.212,9.824,9.831,1.93,normal
ACC_TRIP002_00853,TRIP222,2024-02-06T07:29:13Z,853,-0.2,0.249,9.997,10.002,3.06,normal
ACC_TRIP002_00854,TRIP222,2024-02-06T07:29:14Z,854,0.198,-0.102,9.809,9.811,2.38,normal
ACC_TRIP002_00855,TRIP222,2024-02-06T07:29:15Z,855,0.382,0.303,10.007,10.019,2.48,normal
ACC_TRIP002_00856,TRIP222,2024-02-06T07:29:16Z,856,0.174,0.036,9.7,9.702,1.5,normal
ACC_TRIP002_00857,TRIP222,2024-02-06T07:29:17Z,857,-0.103,-0.15,9.886,9.888,2.54,normal
ACC_TRIP002_00858,TRIP222,2024-02-06T07:29:18Z,858,0.318,-0.27,9.818,9.827,0.0,normal
ACC_TRIP002_00859,TRIP222,2024-02-06T07:29:19Z,859,0.65,0.041,9.887,9.908,0.0,normal
ACC_TRIP002_00860,TRIP222,2024-02-06T07:29:20Z,860,0.134,-0.318,9.685,9.691,0.0,normal
ACC_TRIP002_00861,TRIP222,2024-02-06T07:29:21Z,861,-0.116,-0.29,9.726,9.731,0.5,normal
ACC_TRIP002_00862,TRIP222,2024-02-06T07:29:22Z,862,0.099,0.045,9.751,9.752,0.39,normal
ACC_TRIP002_00863,TRIP222,2024-02-06T07:29:23Z,863,0.354,0.381,9.633,9.647,2.97,normal
ACC_TRIP002_00864,TRIP222,2024-02-06T07:29:24Z,864,0.155,0.02,9.779,9.78,5.13,normal
ACC_TRIP002_00865,TRIP222,2024-02-06T07:29:25Z,865,0.023,-0.65,9.943,9.964,4.45,normal
ACC_TRIP002_00866,TRIP222,2024-02-06T07:29:26Z,866,0.206,0.175,9.932,9.936,4.37,normal
ACC_TRIP002_00867,TRIP222,2024-02-06T07:29:27Z,867,-0.115,0.026,9.861,9.862,5.92,normal
ACC_TRIP002_00868,TRIP222,2024-02-06T07:29:28Z,868,-0.29,-0.21,9.796,9.802,4.13,normal
ACC_TRIP002_00869,TRIP222,2024-02-06T07:29:29Z,869,0.095,0.15,9.845,9.847,3.55,normal
ACC_TRIP002_00870,TRIP222,2024-02-06T07:29:30Z,870,-0.63,0.213,9.934,9.956,2.91,normal
ACC_TRIP002_00871,TRIP222,2024-02-06T07:29:31Z,871,0.396,-0.15,9.62,9.629,3.56,normal
ACC_TRIP002_00872,TRIP222,2024-02-06T07:29:32Z,872,-0.118,0.152,9.906,9.908,4.17,normal
ACC_TRIP002_00873,TRIP222,2024-02-06T07:29:33Z,873,-0.058,-0.149,9.895,9.897,3.59,normal
ACC_TRIP002_00874,TRIP222,2024-02-06T07:29:34Z,874,-0.092,-0.181,9.839,9.842,2.3,normal
ACC_TRIP002_00875,TRIP222,2024-02-06T07:29:35Z,875,-0.238,0.332,9.721,9.729,1.92,normal
ACC_TRIP002_00876,TRIP222,2024-02-06T07:29:36Z,876,0.373,-0.027,9.645,9.652,3.41,normal
ACC_TRIP002_00877,TRIP222,2024-02-06T07:29:37Z,877,0.047,0.283,9.942,9.946,1.69,normal
ACC_TRIP002_00878,TRIP222,2024-02-06T07:29:38Z,878,-0.071,0.202,9.842,9.845,1.14,normal
ACC_TRIP002_00879,TRIP222,2024-02-06T07:29:39Z,879,-0.537,0.252,9.78,9.798,2.63,normal
ACC_TRIP002_00880,TRIP222,2024-02-06T07:29:40Z,880,-0.222,-0.044,9.755,9.758,1.05,normal
ACC_TRIP002_00881,TRIP222,2024-02-06T07:29:41Z,881,-0.354,0.401,9.795,9.81,0.45,normal
ACC_TRIP002_00882,TRIP222,2024-02-06T07:29:42Z,882,0.464,-0.365,9.799,9.817,1.21,normal
ACC_TRIP002_00883,TRIP222,2024-02-06T07:29:43Z,883,0.269,-0.068,9.756,9.76,1.95,normal
ACC_TRIP002_00884,TRIP222,2024-02-06T07:29:44Z,884,-0.439,-0.055,9.796,9.806,1.37,normal
ACC_TRIP002_00885,TRIP222,2024-02-06T07:29:45Z,885,-0.156,0.231,9.684,9.688,0.8,normal
ACC_TRIP002_00886,TRIP222,2024-02-06T07:29:46Z,886,0.003,0.088,9.778,9.778,0.0,normal
ACC_TRIP002_00887,TRIP222,2024-02-06T07:29:47Z,887,0.22,0.147,9.907,9.911,0.0,normal
ACC_TRIP002_00888,TRIP222,2024-02-06T07:29:48Z,888,-0.254,-0.444,9.657,9.67,1.7,normal
ACC_TRIP002_00889,TRIP222,2024-02-06T07:29:49Z,889,-0.288,0.032,9.748,9.753,0.37,normal
ACC_TRIP002_00890,TRIP222,2024-02-06T07:29:50Z,890,0.022,-0.145,9.704,9.705,0.0,normal
ACC_TRIP002_00891,TRIP222,2024-02-06T07:29:51Z,891,-0.067,-0.31,9.918,9.923,0.0,normal
ACC_TRIP002_00892,TRIP222,2024-02-06T07:29:52Z,892,0.069,0.034,9.783,9.783,0.0,normal
ACC_TRIP002_00893,TRIP222,2024-02-06T07:29:53Z,893,0.391,0.513,9.832,9.853,2.23,normal
ACC_TRIP002_00894,TRIP222,2024-02-06T07:29:54Z,894,0.267,-0.548,9.812,9.831,0.41,normal
ACC_TRIP002_00895,TRIP222,2024-02-06T07:29:55Z,895,0.256,-0.22,9.678,9.684,1.68,normal
ACC_TRIP002_00896,TRIP222,2024-02-06T07:29:56Z,896,-0.09,-0.026,9.685,9.685,0.91,normal
ACC_TRIP002_00897,TRIP222,2024-02-06T07:29:57Z,897,0.044,-0.015,9.844,9.844,1.16,normal
ACC_TRIP002_00898,TRIP222,2024-02-06T07:29:58Z,898,-0.091,-0.061,9.831,9.832,3.77,normal
ACC_TRIP002_00899,TRIP222,2024-02-06T07:29:59Z,899,-0.415,-0.117,9.597,9.607,6.65,normal
ACC_TRIP002_00900,TRIP222,2024-02-06T07:30:00Z,900,0.248,0.498,9.9,9.915,7.39,normal
ACC_TRIP002_00901,TRIP222,2024-02-06T07:30:01Z,901,-0.067,0.906,9.835,9.877,8.08,normal
ACC_TRIP002_00902,TRIP222,2024-02-06T07:30:02Z,902,0.18,-0.015,9.874,9.876,7.11,normal
ACC_TRIP002_00903,TRIP222,2024-02-06T07:30:03Z,903,0.343,-0.37,9.809,9.822,6.1,normal
ACC_TRIP002_00904,TRIP222,2024-02-06T07:30:04Z,904,-0.18,0.214,9.731,9.735,9.1,normal
ACC_TRIP002_00905,TRIP222,2024-02-06T07:30:05Z,905,0.027,0.571,9.786,9.803,8.84,normal
ACC_TRIP002_00906,TRIP222,2024-02-06T07:30:06Z,906,0.409,-0.266,9.806,9.818,10.35,normal
ACC_TRIP002_00907,TRIP222,2024-02-06T07:30:07Z,907,-0.387,0.432,9.843,9.86,8.56,normal
ACC_TRIP002_00908,TRIP222,2024-02-06T07:30:08Z,908,-0.63,-0.497,9.706,9.739,7.51,normal
ACC_TRIP002_00909,TRIP222,2024-02-06T07:30:09Z,909,-0.165,-0.335,9.83,9.837,10.85,normal
ACC_TRIP002_00910,TRIP222,2024-02-06T07:30:10Z,910,0.191,-0.455,9.962,9.974,12.25,normal
ACC_TRIP002_00911,TRIP222,2024-02-06T07:30:11Z,911,0.06,-0.347,9.738,9.744,13.48,normal
ACC_TRIP002_00912,TRIP222,2024-02-06T07:30:12Z,912,0.173,0.404,9.89,9.9,15.69,normal
ACC_TRIP002_00913,TRIP222,2024-02-06T07:30:13Z,913,0.442,0.074,9.733,9.743,14.29,normal
ACC_TRIP002_00914,TRIP222,2024-02-06T07:30:14Z,914,0.077,-0.063,9.746,9.747,13.75,normal
ACC_TRIP002_00915,TRIP222,2024-02-06T07:30:15Z,915,0.352,0.362,9.849,9.862,13.96,normal
ACC_TRIP002_00916,TRIP222,2024-02-06T07:30:16Z,916,0.242,-0.446,9.863,9.876,15.98,normal
ACC_TRIP002_00917,TRIP222,2024-02-06T07:30:17Z,917,0.155,-0.054,9.858,9.86,15.7,normal
ACC_TRIP002_00918,TRIP222,2024-02-06T07:30:18Z,918,-0.076,-0.016,9.914,9.914,15.43,normal
ACC_TRIP002_00919,TRIP222,2024-02-06T07:30:19Z,919,0.242,0.15,9.889,9.894,15.41,normal
ACC_TRIP002_00920,TRIP222,2024-02-06T07:30:20Z,920,0.28,-0.438,9.884,9.898,15.25,normal
ACC_TRIP002_00921,TRIP222,2024-02-06T07:30:21Z,921,0.2,-0.083,9.816,9.818,12.54,normal
ACC_TRIP002_00922,TRIP222,2024-02-06T07:30:22Z,922,-0.238,0.506,9.736,9.752,11.68,normal
ACC_TRIP002_00923,TRIP222,2024-02-06T07:30:23Z,923,0.342,0.622,9.623,9.649,9.42,normal
ACC_TRIP002_00924,TRIP222,2024-02-06T07:30:24Z,924,0.223,-0.022,10.029,10.032,9.14,normal
ACC_TRIP002_00925,TRIP222,2024-02-06T07:30:25Z,925,0.394,0.266,10.039,10.05,10.01,normal
